Epoch: 0,	Training loss (MRSE): 0.818481	,Validation loss (MRSE): 0.843887	,Training loss (MSE): 2.87258e+17	,Validation loss (MSE): 1.50742e+14	,Training accuracy (MAE): -1.02605e+08	,Validation accuracy (MAE): -8.28723e+06	,Training accuracy (MRAE): 0.128242	,Validation accuracy (MRAE): 0.105946
Epoch: 168,	Training loss (MRSE): 0.609507	,Validation loss (MRSE): 0.706059	,Training loss (MSE): 4.68676e+13	,Validation loss (MSE): 4.68288e+13	,Training accuracy (MAE): -1.88044e+06	,Validation accuracy (MAE): -3.39333e+06	,Training accuracy (MRAE): 0.318411	,Validation accuracy (MRAE): 0.214216
Epoch: 169,	Training loss (MRSE): 0.608749	,Validation loss (MRSE): 0.705827	,Training loss (MSE): 4.85746e+13	,Validation loss (MSE): 4.67016e+13	,Training accuracy (MAE): -1.95651e+06	,Validation accuracy (MAE): -3.38071e+06	,Training accuracy (MRAE): 0.316691	,Validation accuracy (MRAE): 0.213548
Epoch: 170,	Training loss (MRSE): 0.608667	,Validation loss (MRSE): 0.704902	,Training loss (MSE): 4.59267e+13	,Validation loss (MSE): 4.68272e+13	,Training accuracy (MAE): -1.86845e+06	,Validation accuracy (MAE): -3.38777e+06	,Training accuracy (MRAE): 0.319094	,Validation accuracy (MRAE): 0.214749
Epoch: 171,	Training loss (MRSE): 0.607915	,Validation loss (MRSE): 0.704752	,Training loss (MSE): 4.76643e+13	,Validation loss (MSE): 4.67108e+13	,Training accuracy (MAE): -1.93958e+06	,Validation accuracy (MAE): -3.37601e+06	,Training accuracy (MRAE): 0.31739	,Validation accuracy (MRAE): 0.214055
Epoch: 172,	Training loss (MRSE): 0.6078	,Validation loss (MRSE): 0.703757	,Training loss (MSE): 4.5052e+13	,Validation loss (MSE): 4.68306e+13	,Training accuracy (MAE): -1.8573e+06	,Validation accuracy (MAE): -3.38272e+06	,Training accuracy (MRAE): 0.319789	,Validation accuracy (MRAE): 0.215289
Epoch: 173,	Training loss (MRSE): 0.607055	,Validation loss (MRSE): 0.703685	,Training loss (MSE): 4.67656e+13	,Validation loss (MSE): 4.67227e+13	,Training accuracy (MAE): -1.92287e+06	,Validation accuracy (MAE): -3.37159e+06	,Training accuracy (MRAE): 0.31811	,Validation accuracy (MRAE): 0.214581
Epoch: 174,	Training loss (MRSE): 0.606915	,Validation loss (MRSE): 0.702626	,Training loss (MSE): 4.42447e+13	,Validation loss (MSE): 4.68356e+13	,Training accuracy (MAE): -1.84664e+06	,Validation accuracy (MAE): -3.37781e+06	,Training accuracy (MRAE): 0.320499	,Validation accuracy (MRAE): 0.215852
Epoch: 175,	Training loss (MRSE): 0.606182	,Validation loss (MRSE): 0.702636	,Training loss (MSE): 4.60045e+13	,Validation loss (MSE): 4.67349e+13	,Training accuracy (MAE): -1.9072e+06	,Validation accuracy (MAE): -3.36723e+06	,Training accuracy (MRAE): 0.318845	,Validation accuracy (MRAE): 0.215132
Epoch: 176,	Training loss (MRSE): 0.606018	,Validation loss (MRSE): 0.701524	,Training loss (MSE): 4.35978e+13	,Validation loss (MSE): 4.68418e+13	,Training accuracy (MAE): -1.83732e+06	,Validation accuracy (MAE): -3.37303e+06	,Training accuracy (MRAE): 0.321226	,Validation accuracy (MRAE): 0.216439
Epoch: 177,	Training loss (MRSE): 0.6053	,Validation loss (MRSE): 0.701618	,Training loss (MSE): 4.52402e+13	,Validation loss (MSE): 4.67484e+13	,Training accuracy (MAE): -1.89089e+06	,Validation accuracy (MAE): -3.36304e+06	,Training accuracy (MRAE): 0.319599	,Validation accuracy (MRAE): 0.215714
Epoch: 178,	Training loss (MRSE): 0.605115	,Validation loss (MRSE): 0.700463	,Training loss (MSE): 4.30516e+13	,Validation loss (MSE): 4.68501e+13	,Training accuracy (MAE): -1.8282e+06	,Validation accuracy (MAE): -3.3685e+06	,Training accuracy (MRAE): 0.321975	,Validation accuracy (MRAE): 0.217056
Epoch: 179,	Training loss (MRSE): 0.604412	,Validation loss (MRSE): 0.700639	,Training loss (MSE): 4.4572e+13	,Validation loss (MSE): 4.67646e+13	,Training accuracy (MAE): -1.87487e+06	,Validation accuracy (MAE): -3.35917e+06	,Training accuracy (MRAE): 0.320375	,Validation accuracy (MRAE): 0.216327
Epoch: 180,	Training loss (MRSE): 0.604209	,Validation loss (MRSE): 0.699446	,Training loss (MSE): 4.25578e+13	,Validation loss (MSE): 4.68621e+13	,Training accuracy (MAE): -1.81925e+06	,Validation accuracy (MAE): -3.36436e+06	,Training accuracy (MRAE): 0.322747	,Validation accuracy (MRAE): 0.217703
Epoch: 181,	Training loss (MRSE): 0.603525	,Validation loss (MRSE): 0.699699	,Training loss (MSE): 4.40288e+13	,Validation loss (MSE): 4.67843e+13	,Training accuracy (MAE): -1.8605e+06	,Validation accuracy (MAE): -3.3557e+06	,Training accuracy (MRAE): 0.32117	,Validation accuracy (MRAE): 0.216965
Epoch: 182,	Training loss (MRSE): 0.603307	,Validation loss (MRSE): 0.698478	,Training loss (MSE): 4.22146e+13	,Validation loss (MSE): 4.68786e+13	,Training accuracy (MAE): -1.81159e+06	,Validation accuracy (MAE): -3.3607e+06	,Training accuracy (MRAE): 0.323536	,Validation accuracy (MRAE): 0.218368
Epoch: 183,	Training loss (MRSE): 0.602647	,Validation loss (MRSE): 0.698797	,Training loss (MSE): 4.37023e+13	,Validation loss (MSE): 4.68076e+13	,Training accuracy (MAE): -1.84903e+06	,Validation accuracy (MAE): -3.35264e+06	,Training accuracy (MRAE): 0.321969	,Validation accuracy (MRAE): 0.217623
Epoch: 184,	Training loss (MRSE): 0.602421	,Validation loss (MRSE): 0.697558	,Training loss (MSE): 4.21628e+13	,Validation loss (MSE): 4.68996e+13	,Training accuracy (MAE): -1.80681e+06	,Validation accuracy (MAE): -3.35757e+06	,Training accuracy (MRAE): 0.324337	,Validation accuracy (MRAE): 0.219045
Epoch: 185,	Training loss (MRSE): 0.601786	,Validation loss (MRSE): 0.697938	,Training loss (MSE): 4.36164e+13	,Validation loss (MSE): 4.68349e+13	,Training accuracy (MAE): -1.8406e+06	,Validation accuracy (MAE): -3.35004e+06	,Training accuracy (MRAE): 0.322776	,Validation accuracy (MRAE): 0.21829
Epoch: 186,	Training loss (MRSE): 0.601561	,Validation loss (MRSE): 0.696682	,Training loss (MSE): 4.22798e+13	,Validation loss (MSE): 4.69249e+13	,Training accuracy (MAE): -1.80432e+06	,Validation accuracy (MAE): -3.3549e+06	,Training accuracy (MRAE): 0.325141	,Validation accuracy (MRAE): 0.219726
Epoch: 187,	Training loss (MRSE): 0.600957	,Validation loss (MRSE): 0.697112	,Training loss (MSE): 4.37607e+13	,Validation loss (MSE): 4.68662e+13	,Training accuracy (MAE): -1.83668e+06	,Validation accuracy (MAE): -3.34787e+06	,Training accuracy (MRAE): 0.323574	,Validation accuracy (MRAE): 0.218964
Epoch: 188,	Training loss (MRSE): 0.600741	,Validation loss (MRSE): 0.695845	,Training loss (MSE): 4.27064e+13	,Validation loss (MSE): 4.69548e+13	,Training accuracy (MAE): -1.80657e+06	,Validation accuracy (MAE): -3.35275e+06	,Training accuracy (MRAE): 0.325941	,Validation accuracy (MRAE): 0.22041
Epoch: 189,	Training loss (MRSE): 0.600168	,Validation loss (MRSE): 0.696317	,Training loss (MSE): 4.42476e+13	,Validation loss (MSE): 4.6901e+13	,Training accuracy (MAE): -1.83926e+06	,Validation accuracy (MAE): -3.34613e+06	,Training accuracy (MRAE): 0.324359	,Validation accuracy (MRAE): 0.219638
Epoch: 190,	Training loss (MRSE): 0.599959	,Validation loss (MRSE): 0.695044	,Training loss (MSE): 4.33839e+13	,Validation loss (MSE): 4.69888e+13	,Training accuracy (MAE): -1.81327e+06	,Validation accuracy (MAE): -3.35109e+06	,Training accuracy (MRAE): 0.326733	,Validation accuracy (MRAE): 0.221087
Epoch: 191,	Training loss (MRSE): 0.599406	,Validation loss (MRSE): 0.695553	,Training loss (MSE): 4.49558e+13	,Validation loss (MSE): 4.69392e+13	,Training accuracy (MAE): -1.8458e+06	,Validation accuracy (MAE): -3.34487e+06	,Training accuracy (MRAE): 0.325141	,Validation accuracy (MRAE): 0.220299
Epoch: 192,	Training loss (MRSE): 0.599192	,Validation loss (MRSE): 0.694287	,Training loss (MSE): 4.43778e+13	,Validation loss (MSE): 4.70276e+13	,Training accuracy (MAE): -1.82154e+06	,Validation accuracy (MAE): -3.35014e+06	,Training accuracy (MRAE): 0.32754	,Validation accuracy (MRAE): 0.221731
Epoch: 193,	Training loss (MRSE): 0.598649	,Validation loss (MRSE): 0.694833	,Training loss (MSE): 4.58112e+13	,Validation loss (MSE): 4.69821e+13	,Training accuracy (MAE): -1.85203e+06	,Validation accuracy (MAE): -3.34431e+06	,Training accuracy (MRAE): 0.325937	,Validation accuracy (MRAE): 0.220921
Epoch: 194,	Training loss (MRSE): 0.598433	,Validation loss (MRSE): 0.693588	,Training loss (MSE): 4.57486e+13	,Validation loss (MSE): 4.7072e+13	,Training accuracy (MAE): -1.82992e+06	,Validation accuracy (MAE): -3.35006e+06	,Training accuracy (MRAE): 0.328361	,Validation accuracy (MRAE): 0.222322
Epoch: 195,	Training loss (MRSE): 0.597904	,Validation loss (MRSE): 0.694168	,Training loss (MSE): 4.70342e+13	,Validation loss (MSE): 4.70304e+13	,Training accuracy (MAE): -1.86022e+06	,Validation accuracy (MAE): -3.3446e+06	,Training accuracy (MRAE): 0.326731	,Validation accuracy (MRAE): 0.221483
Epoch: 196,	Training loss (MRSE): 0.597692	,Validation loss (MRSE): 0.692956	,Training loss (MSE): 4.76895e+13	,Validation loss (MSE): 4.71234e+13	,Training accuracy (MAE): -1.84103e+06	,Validation accuracy (MAE): -3.35101e+06	,Training accuracy (MRAE): 0.329187	,Validation accuracy (MRAE): 0.222841
Epoch: 197,	Training loss (MRSE): 0.597177	,Validation loss (MRSE): 0.693558	,Training loss (MSE): 4.88257e+13	,Validation loss (MSE): 4.70844e+13	,Training accuracy (MAE): -1.87275e+06	,Validation accuracy (MAE): -3.34573e+06	,Training accuracy (MRAE): 0.327516	,Validation accuracy (MRAE): 0.221979
Epoch: 198,	Training loss (MRSE): 0.596972	,Validation loss (MRSE): 0.692372	,Training loss (MSE): 5.02819e+13	,Validation loss (MSE): 4.71806e+13	,Training accuracy (MAE): -1.85672e+06	,Validation accuracy (MAE): -3.35278e+06	,Training accuracy (MRAE): 0.330004	,Validation accuracy (MRAE): 0.2233
Epoch: 199,	Training loss (MRSE): 0.59647	,Validation loss (MRSE): 0.692993	,Training loss (MSE): 5.11217e+13	,Validation loss (MSE): 4.71442e+13	,Training accuracy (MAE): -1.88908e+06	,Validation accuracy (MAE): -3.34765e+06	,Training accuracy (MRAE): 0.328281	,Validation accuracy (MRAE): 0.222413
Epoch: 200,	Training loss (MRSE): 0.596271	,Validation loss (MRSE): 0.691829	,Training loss (MSE): 5.34865e+13	,Validation loss (MSE): 4.72445e+13	,Training accuracy (MAE): -1.87627e+06	,Validation accuracy (MAE): -3.35538e+06	,Training accuracy (MRAE): 0.330817	,Validation accuracy (MRAE): 0.223706
Epoch: 201,	Training loss (MRSE): 0.595781	,Validation loss (MRSE): 0.692464	,Training loss (MSE): 5.39592e+13	,Validation loss (MSE): 4.72092e+13	,Training accuracy (MAE): -1.90974e+06	,Validation accuracy (MAE): -3.35024e+06	,Training accuracy (MRAE): 0.32903	,Validation accuracy (MRAE): 0.222793
Epoch: 202,	Training loss (MRSE): 0.595589	,Validation loss (MRSE): 0.691324	,Training loss (MSE): 5.74023e+13	,Validation loss (MSE): 4.73138e+13	,Training accuracy (MAE): -1.90035e+06	,Validation accuracy (MAE): -3.35866e+06	,Training accuracy (MRAE): 0.331616	,Validation accuracy (MRAE): 0.224057
Epoch: 203,	Training loss (MRSE): 0.595112	,Validation loss (MRSE): 0.691971	,Training loss (MSE): 5.72552e+13	,Validation loss (MSE): 4.72795e+13	,Training accuracy (MAE): -1.93322e+06	,Validation accuracy (MAE): -3.35348e+06	,Training accuracy (MRAE): 0.329755	,Validation accuracy (MRAE): 0.223115
Epoch: 204,	Training loss (MRSE): 0.594928	,Validation loss (MRSE): 0.690852	,Training loss (MSE): 6.18431e+13	,Validation loss (MSE): 4.73895e+13	,Training accuracy (MAE): -1.9267e+06	,Validation accuracy (MAE): -3.36262e+06	,Training accuracy (MRAE): 0.332397	,Validation accuracy (MRAE): 0.224362
Epoch: 205,	Training loss (MRSE): 0.594463	,Validation loss (MRSE): 0.691507	,Training loss (MSE): 6.09061e+13	,Validation loss (MSE): 4.73549e+13	,Training accuracy (MAE): -1.95867e+06	,Validation accuracy (MAE): -3.3573e+06	,Training accuracy (MRAE): 0.330457	,Validation accuracy (MRAE): 0.223392
Epoch: 206,	Training loss (MRSE): 0.594287	,Validation loss (MRSE): 0.690408	,Training loss (MSE): 6.65925e+13	,Validation loss (MSE): 4.74706e+13	,Training accuracy (MAE): -1.95396e+06	,Validation accuracy (MAE): -3.36712e+06	,Training accuracy (MRAE): 0.333153	,Validation accuracy (MRAE): 0.22463
Epoch: 207,	Training loss (MRSE): 0.593839	,Validation loss (MRSE): 0.691064	,Training loss (MSE): 6.46082e+13	,Validation loss (MSE): 4.74353e+13	,Training accuracy (MAE): -1.98369e+06	,Validation accuracy (MAE): -3.36154e+06	,Training accuracy (MRAE): 0.331138	,Validation accuracy (MRAE): 0.22364
Epoch: 208,	Training loss (MRSE): 0.593671	,Validation loss (MRSE): 0.689983	,Training loss (MSE): 7.12482e+13	,Validation loss (MSE): 4.75572e+13	,Training accuracy (MAE): -1.97886e+06	,Validation accuracy (MAE): -3.37196e+06	,Training accuracy (MRAE): 0.333887	,Validation accuracy (MRAE): 0.22488
Epoch: 209,	Training loss (MRSE): 0.59324	,Validation loss (MRSE): 0.69062	,Training loss (MSE): 6.81089e+13	,Validation loss (MSE): 4.75206e+13	,Training accuracy (MAE): -2.00646e+06	,Validation accuracy (MAE): -3.36596e+06	,Training accuracy (MRAE): 0.331805	,Validation accuracy (MRAE): 0.223895
Epoch: 210,	Training loss (MRSE): 0.59308	,Validation loss (MRSE): 0.689553	,Training loss (MSE): 7.55995e+13	,Validation loss (MSE): 4.76484e+13	,Training accuracy (MAE): -2.00052e+06	,Validation accuracy (MAE): -3.37683e+06	,Training accuracy (MRAE): 0.334561	,Validation accuracy (MRAE): 0.22515
Epoch: 211,	Training loss (MRSE): 0.592672	,Validation loss (MRSE): 0.690158	,Training loss (MSE): 7.1128e+13	,Validation loss (MSE): 4.76094e+13	,Training accuracy (MAE): -2.02465e+06	,Validation accuracy (MAE): -3.37025e+06	,Training accuracy (MRAE): 0.332465	,Validation accuracy (MRAE): 0.224188
Epoch: 212,	Training loss (MRSE): 0.592522	,Validation loss (MRSE): 0.689096	,Training loss (MSE): 7.90475e+13	,Validation loss (MSE): 4.77422e+13	,Training accuracy (MAE): -2.01546e+06	,Validation accuracy (MAE): -3.38133e+06	,Training accuracy (MRAE): 0.335208	,Validation accuracy (MRAE): 0.225467
Epoch: 213,	Training loss (MRSE): 0.592146	,Validation loss (MRSE): 0.689646	,Training loss (MSE): 7.33115e+13	,Validation loss (MSE): 4.76991e+13	,Training accuracy (MAE): -2.03665e+06	,Validation accuracy (MAE): -3.37397e+06	,Training accuracy (MRAE): 0.333115	,Validation accuracy (MRAE): 0.224553
Epoch: 214,	Training loss (MRSE): 0.592007	,Validation loss (MRSE): 0.688586	,Training loss (MSE): 8.14241e+13	,Validation loss (MSE): 4.78355e+13	,Training accuracy (MAE): -2.02263e+06	,Validation accuracy (MAE): -3.38508e+06	,Training accuracy (MRAE): 0.335836	,Validation accuracy (MRAE): 0.225857
Epoch: 215,	Training loss (MRSE): 0.591665	,Validation loss (MRSE): 0.689058	,Training loss (MSE): 7.43653e+13	,Validation loss (MSE): 4.77874e+13	,Training accuracy (MAE): -2.03962e+06	,Validation accuracy (MAE): -3.37688e+06	,Training accuracy (MRAE): 0.333752	,Validation accuracy (MRAE): 0.225007
Epoch: 216,	Training loss (MRSE): 0.59154	,Validation loss (MRSE): 0.687998	,Training loss (MSE): 8.24631e+13	,Validation loss (MSE): 4.79267e+13	,Training accuracy (MAE): -2.02064e+06	,Validation accuracy (MAE): -3.38799e+06	,Training accuracy (MRAE): 0.336418	,Validation accuracy (MRAE): 0.226322
Epoch: 217,	Training loss (MRSE): 0.591233	,Validation loss (MRSE): 0.688387	,Training loss (MSE): 7.43162e+13	,Validation loss (MSE): 4.78741e+13	,Training accuracy (MAE): -2.03491e+06	,Validation accuracy (MAE): -3.37906e+06	,Training accuracy (MRAE): 0.334372	,Validation accuracy (MRAE): 0.225544
Epoch: 218,	Training loss (MRSE): 0.59112	,Validation loss (MRSE): 0.687348	,Training loss (MSE): 8.19385e+13	,Validation loss (MSE): 4.80164e+13	,Training accuracy (MAE): -2.00936e+06	,Validation accuracy (MAE): -3.39025e+06	,Training accuracy (MRAE): 0.336969	,Validation accuracy (MRAE): 0.22684
Epoch: 219,	Training loss (MRSE): 0.590828	,Validation loss (MRSE): 0.687679	,Training loss (MSE): 7.31949e+13	,Validation loss (MSE): 4.7961e+13	,Training accuracy (MAE): -2.02291e+06	,Validation accuracy (MAE): -3.38088e+06	,Training accuracy (MRAE): 0.334992	,Validation accuracy (MRAE): 0.226118
Epoch: 220,	Training loss (MRSE): 0.59072	,Validation loss (MRSE): 0.686678	,Training loss (MSE): 8.00393e+13	,Validation loss (MSE): 4.8107e+13	,Training accuracy (MAE): -1.98947e+06	,Validation accuracy (MAE): -3.39231e+06	,Training accuracy (MRAE): 0.33751	,Validation accuracy (MRAE): 0.227371
Epoch: 221,	Training loss (MRSE): 0.590425	,Validation loss (MRSE): 0.68696	,Training loss (MSE): 7.11587e+13	,Validation loss (MSE): 4.80504e+13	,Training accuracy (MAE): -2.00411e+06	,Validation accuracy (MAE): -3.3827e+06	,Training accuracy (MRAE): 0.335624	,Validation accuracy (MRAE): 0.226698
Epoch: 222,	Training loss (MRSE): 0.590312	,Validation loss (MRSE): 0.686005	,Training loss (MSE): 7.69368e+13	,Validation loss (MSE): 4.81998e+13	,Training accuracy (MAE): -1.9622e+06	,Validation accuracy (MAE): -3.39437e+06	,Training accuracy (MRAE): 0.338057	,Validation accuracy (MRAE): 0.227892
Epoch: 223,	Training loss (MRSE): 0.59	,Validation loss (MRSE): 0.686241	,Training loss (MSE): 6.81929e+13	,Validation loss (MSE): 4.81428e+13	,Training accuracy (MAE): -1.97672e+06	,Validation accuracy (MAE): -3.38468e+06	,Training accuracy (MRAE): 0.336286	,Validation accuracy (MRAE): 0.227277
Epoch: 224,	Training loss (MRSE): 0.589882	,Validation loss (MRSE): 0.685322	,Training loss (MSE): 7.27391e+13	,Validation loss (MSE): 4.82946e+13	,Training accuracy (MAE): -1.92718e+06	,Validation accuracy (MAE): -3.3965e+06	,Training accuracy (MRAE): 0.338618	,Validation accuracy (MRAE): 0.228411
Epoch: 225,	Training loss (MRSE): 0.589547	,Validation loss (MRSE): 0.68551	,Training loss (MSE): 6.45748e+13	,Validation loss (MSE): 4.82385e+13	,Training accuracy (MAE): -1.94293e+06	,Validation accuracy (MAE): -3.38686e+06	,Training accuracy (MRAE): 0.336971	,Validation accuracy (MRAE): 0.227858
Epoch: 226,	Training loss (MRSE): 0.589429	,Validation loss (MRSE): 0.684629	,Training loss (MSE): 6.7939e+13	,Validation loss (MSE): 4.83913e+13	,Training accuracy (MAE): -1.88684e+06	,Validation accuracy (MAE): -3.39872e+06	,Training accuracy (MRAE): 0.339188	,Validation accuracy (MRAE): 0.228928
Epoch: 227,	Training loss (MRSE): 0.589077	,Validation loss (MRSE): 0.684763	,Training loss (MSE): 6.06357e+13	,Validation loss (MSE): 4.83362e+13	,Training accuracy (MAE): -1.90516e+06	,Validation accuracy (MAE): -3.38916e+06	,Training accuracy (MRAE): 0.337665	,Validation accuracy (MRAE): 0.228449
Epoch: 228,	Training loss (MRSE): 0.588968	,Validation loss (MRSE): 0.683918	,Training loss (MSE): 6.29661e+13	,Validation loss (MSE): 4.84894e+13	,Training accuracy (MAE): -1.84415e+06	,Validation accuracy (MAE): -3.40102e+06	,Training accuracy (MRAE): 0.339762	,Validation accuracy (MRAE): 0.229454
Epoch: 229,	Training loss (MRSE): 0.588604	,Validation loss (MRSE): 0.683998	,Training loss (MSE): 5.67835e+13	,Validation loss (MSE): 4.84358e+13	,Training accuracy (MAE): -1.86693e+06	,Validation accuracy (MAE): -3.39158e+06	,Training accuracy (MRAE): 0.338353	,Validation accuracy (MRAE): 0.22905
Epoch: 230,	Training loss (MRSE): 0.588511	,Validation loss (MRSE): 0.683188	,Training loss (MSE): 5.83665e+13	,Validation loss (MSE): 4.85885e+13	,Training accuracy (MAE): -1.80293e+06	,Validation accuracy (MAE): -3.40338e+06	,Training accuracy (MRAE): 0.340323	,Validation accuracy (MRAE): 0.229991
Epoch: 231,	Training loss (MRSE): 0.588145	,Validation loss (MRSE): 0.683216	,Training loss (MSE): 5.33079e+13	,Validation loss (MSE): 4.85356e+13	,Training accuracy (MAE): -1.83079e+06	,Validation accuracy (MAE): -3.39401e+06	,Training accuracy (MRAE): 0.339018	,Validation accuracy (MRAE): 0.229664
Epoch: 232,	Training loss (MRSE): 0.588077	,Validation loss (MRSE): 0.682434	,Training loss (MSE): 5.43938e+13	,Validation loss (MSE): 4.86876e+13	,Training accuracy (MAE): -1.76524e+06	,Validation accuracy (MAE): -3.40573e+06	,Training accuracy (MRAE): 0.340862	,Validation accuracy (MRAE): 0.230546
Epoch: 233,	Training loss (MRSE): 0.587715	,Validation loss (MRSE): 0.682411	,Training loss (MSE): 5.04417e+13	,Validation loss (MSE): 4.86353e+13	,Training accuracy (MAE): -1.79957e+06	,Validation accuracy (MAE): -3.3964e+06	,Training accuracy (MRAE): 0.339644	,Validation accuracy (MRAE): 0.230296
Epoch: 234,	Training loss (MRSE): 0.587679	,Validation loss (MRSE): 0.681653	,Training loss (MSE): 5.13166e+13	,Validation loss (MSE): 4.87866e+13	,Training accuracy (MAE): -1.73449e+06	,Validation accuracy (MAE): -3.40805e+06	,Training accuracy (MRAE): 0.341361	,Validation accuracy (MRAE): 0.231125
Epoch: 235,	Training loss (MRSE): 0.587328	,Validation loss (MRSE): 0.681585	,Training loss (MSE): 4.81985e+13	,Validation loss (MSE): 4.87341e+13	,Training accuracy (MAE): -1.77359e+06	,Validation accuracy (MAE): -3.39868e+06	,Training accuracy (MRAE): 0.340215	,Validation accuracy (MRAE): 0.230949
Epoch: 236,	Training loss (MRSE): 0.587327	,Validation loss (MRSE): 0.680845	,Training loss (MSE): 4.90433e+13	,Validation loss (MSE): 4.88842e+13	,Training accuracy (MAE): -1.70996e+06	,Validation accuracy (MAE): -3.41024e+06	,Training accuracy (MRAE): 0.341814	,Validation accuracy (MRAE): 0.231731
Epoch: 237,	Training loss (MRSE): 0.586988	,Validation loss (MRSE): 0.680729	,Training loss (MSE): 4.67034e+13	,Validation loss (MSE): 4.88297e+13	,Training accuracy (MAE): -1.75478e+06	,Validation accuracy (MAE): -3.40068e+06	,Training accuracy (MRAE): 0.340725	,Validation accuracy (MRAE): 0.23163
Epoch: 238,	Training loss (MRSE): 0.587021	,Validation loss (MRSE): 0.68001	,Training loss (MSE): 4.77415e+13	,Validation loss (MSE): 4.89793e+13	,Training accuracy (MAE): -1.69383e+06	,Validation accuracy (MAE): -3.41219e+06	,Training accuracy (MRAE): 0.342217	,Validation accuracy (MRAE): 0.232368
Epoch: 239,	Training loss (MRSE): 0.586689	,Validation loss (MRSE): 0.679848	,Training loss (MSE): 4.60556e+13	,Validation loss (MSE): 4.89208e+13	,Training accuracy (MAE): -1.74451e+06	,Validation accuracy (MAE): -3.40229e+06	,Training accuracy (MRAE): 0.341002	,Validation accuracy (MRAE): 0.232335
Epoch: 240,	Training loss (MRSE): 0.586744	,Validation loss (MRSE): 0.679142	,Training loss (MSE): 4.74264e+13	,Validation loss (MSE): 4.907e+13	,Training accuracy (MAE): -1.68615e+06	,Validation accuracy (MAE): -3.41382e+06	,Training accuracy (MRAE): 0.342589	,Validation accuracy (MRAE): 0.233036
Epoch: 241,	Training loss (MRSE): 0.586402	,Validation loss (MRSE): 0.678931	,Training loss (MSE): 4.6228e+13	,Validation loss (MSE): 4.90069e+13	,Training accuracy (MAE): -1.74256e+06	,Validation accuracy (MAE): -3.40346e+06	,Training accuracy (MRAE): 0.341055	,Validation accuracy (MRAE): 0.233079
Epoch: 242,	Training loss (MRSE): 0.586455	,Validation loss (MRSE): 0.678245	,Training loss (MSE): 4.82182e+13	,Validation loss (MSE): 4.91568e+13	,Training accuracy (MAE): -1.68781e+06	,Validation accuracy (MAE): -3.41512e+06	,Training accuracy (MRAE): 0.342956	,Validation accuracy (MRAE): 0.233737
Epoch: 243,	Training loss (MRSE): 0.586083	,Validation loss (MRSE): 0.677989	,Training loss (MSE): 4.73946e+13	,Validation loss (MSE): 4.90872e+13	,Training accuracy (MAE): -1.75029e+06	,Validation accuracy (MAE): -3.40419e+06	,Training accuracy (MRAE): 0.341093	,Validation accuracy (MRAE): 0.233844
Epoch: 244,	Training loss (MRSE): 0.586114	,Validation loss (MRSE): 0.677327	,Training loss (MSE): 5.01559e+13	,Validation loss (MSE): 4.92404e+13	,Training accuracy (MAE): -1.699e+06	,Validation accuracy (MAE): -3.41622e+06	,Training accuracy (MRAE): 0.342989	,Validation accuracy (MRAE): 0.234463
Epoch: 245,	Training loss (MRSE): 0.585687	,Validation loss (MRSE): 0.677028	,Training loss (MSE): 4.95751e+13	,Validation loss (MSE): 4.9163e+13	,Training accuracy (MAE): -1.76743e+06	,Validation accuracy (MAE): -3.40468e+06	,Training accuracy (MRAE): 0.341154	,Validation accuracy (MRAE): 0.234628
Epoch: 246,	Training loss (MRSE): 0.585684	,Validation loss (MRSE): 0.676401	,Training loss (MSE): 5.33848e+13	,Validation loss (MSE): 4.93204e+13	,Training accuracy (MAE): -1.72331e+06	,Validation accuracy (MAE): -3.41723e+06	,Training accuracy (MRAE): 0.34304	,Validation accuracy (MRAE): 0.235196
Epoch: 247,	Training loss (MRSE): 0.585199	,Validation loss (MRSE): 0.676064	,Training loss (MSE): 5.28402e+13	,Validation loss (MSE): 4.92329e+13	,Training accuracy (MAE): -1.7941e+06	,Validation accuracy (MAE): -3.40493e+06	,Training accuracy (MRAE): 0.341249	,Validation accuracy (MRAE): 0.235411
Epoch: 248,	Training loss (MRSE): 0.585183	,Validation loss (MRSE): 0.67548	,Training loss (MSE): 5.80037e+13	,Validation loss (MSE): 4.93973e+13	,Training accuracy (MAE): -1.75709e+06	,Validation accuracy (MAE): -3.41824e+06	,Training accuracy (MRAE): 0.343138	,Validation accuracy (MRAE): 0.235925
Epoch: 249,	Training loss (MRSE): 0.584659	,Validation loss (MRSE): 0.675109	,Training loss (MSE): 5.71878e+13	,Validation loss (MSE): 4.92964e+13	,Training accuracy (MAE): -1.82935e+06	,Validation accuracy (MAE): -3.40493e+06	,Training accuracy (MRAE): 0.341362	,Validation accuracy (MRAE): 0.236183
Epoch: 250,	Training loss (MRSE): 0.584656	,Validation loss (MRSE): 0.674577	,Training loss (MSE): 6.40638e+13	,Validation loss (MSE): 4.94685e+13	,Training accuracy (MAE): -1.79954e+06	,Validation accuracy (MAE): -3.41907e+06	,Training accuracy (MRAE): 0.343256	,Validation accuracy (MRAE): 0.236634
Epoch: 251,	Training loss (MRSE): 0.584119	,Validation loss (MRSE): 0.674175	,Training loss (MSE): 6.26316e+13	,Validation loss (MSE): 4.93521e+13	,Training accuracy (MAE): -1.87302e+06	,Validation accuracy (MAE): -3.40455e+06	,Training accuracy (MRAE): 0.341466	,Validation accuracy (MRAE): 0.236938
