Epoch: 0	,Training loss (MRSE): 0.979283	,Validation loss (MRSE): 0.999999	,Training loss (MSE): 7.89194e+22	,Validation loss (MSE): 5.74934e+19	,Training accuracy (MAE): -1.40633e+10	,Validation accuracy (MAE): -9.03275e+08	,Training accuracy (MRAE): 0.0152702	,Validation accuracy (MRAE): 3.76011e-07
Epoch: 1336	,Training loss (MRSE): 0.0599917	,Validation loss (MRSE): 0.823627	,Training loss (MSE): 3.68312e+15	,Validation loss (MSE): 1.93011e+17	,Training accuracy (MAE): -7.6832e+06	,Validation accuracy (MAE): -7.54687e+07	,Training accuracy (MRAE): 0.811484	,Validation accuracy (MRAE): 0.115133
Epoch: 1344	,Training loss (MRSE): 0.0497406	,Validation loss (MRSE): 0.821366	,Training loss (MSE): 5.25946e+15	,Validation loss (MSE): 1.93007e+17	,Training accuracy (MAE): -1.03287e+07	,Validation accuracy (MAE): -7.56129e+07	,Training accuracy (MRAE): 0.842295	,Validation accuracy (MRAE): 0.119019
Epoch: 1352	,Training loss (MRSE): 0.100006	,Validation loss (MRSE): 0.817594	,Training loss (MSE): 2.29161e+16	,Validation loss (MSE): 1.93008e+17	,Training accuracy (MAE): -2.22564e+07	,Validation accuracy (MAE): -7.51895e+07	,Training accuracy (MRAE): 0.739462	,Validation accuracy (MRAE): 0.118248
Epoch: 1360	,Training loss (MRSE): 0.104132	,Validation loss (MRSE): 0.827845	,Training loss (MSE): 5.19457e+15	,Validation loss (MSE): 1.93168e+17	,Training accuracy (MAE): -1.00673e+07	,Validation accuracy (MAE): -7.74568e+07	,Training accuracy (MRAE): 0.783246	,Validation accuracy (MRAE): 0.119545
Epoch: 1368	,Training loss (MRSE): 0.0573476	,Validation loss (MRSE): 0.815609	,Training loss (MSE): 1.51199e+15	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -5.8869e+06	,Validation accuracy (MAE): -7.55811e+07	,Training accuracy (MRAE): 0.829883	,Validation accuracy (MRAE): 0.125256
Epoch: 1376	,Training loss (MRSE): 0.0888287	,Validation loss (MRSE): 0.816908	,Training loss (MSE): 1.77174e+16	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -1.97251e+07	,Validation accuracy (MAE): -7.55387e+07	,Training accuracy (MRAE): 0.742022	,Validation accuracy (MRAE): 0.125851
Epoch: 1384	,Training loss (MRSE): 0.0641577	,Validation loss (MRSE): 0.827715	,Training loss (MSE): 1.03678e+16	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -1.47071e+07	,Validation accuracy (MAE): -7.56991e+07	,Training accuracy (MRAE): 0.807636	,Validation accuracy (MRAE): 0.11167
Epoch: 1392	,Training loss (MRSE): 0.0560146	,Validation loss (MRSE): 0.816506	,Training loss (MSE): 6.06744e+15	,Validation loss (MSE): 1.93e+17	,Training accuracy (MAE): -1.02044e+07	,Validation accuracy (MAE): -7.55442e+07	,Training accuracy (MRAE): 0.833306	,Validation accuracy (MRAE): 0.122898
Epoch: 1400	,Training loss (MRSE): 0.0904177	,Validation loss (MRSE): 0.835159	,Training loss (MSE): 1.22432e+16	,Validation loss (MSE): 1.93e+17	,Training accuracy (MAE): -1.64572e+07	,Validation accuracy (MAE): -7.5773e+07	,Training accuracy (MRAE): 0.762842	,Validation accuracy (MRAE): 0.108732
Epoch: 1408	,Training loss (MRSE): 0.0499045	,Validation loss (MRSE): 0.820315	,Training loss (MSE): 2.25327e+15	,Validation loss (MSE): 1.93005e+17	,Training accuracy (MAE): -5.71583e+06	,Validation accuracy (MAE): -7.54519e+07	,Training accuracy (MRAE): 0.846665	,Validation accuracy (MRAE): 0.11996
Epoch: 1416	,Training loss (MRSE): 0.0728103	,Validation loss (MRSE): 0.812969	,Training loss (MSE): 1.03833e+16	,Validation loss (MSE): 1.9301e+17	,Training accuracy (MAE): -1.35865e+07	,Validation accuracy (MAE): -7.52514e+07	,Training accuracy (MRAE): 0.787746	,Validation accuracy (MRAE): 0.122679
Epoch: 1424	,Training loss (MRSE): 0.0536092	,Validation loss (MRSE): 0.821988	,Training loss (MSE): 5.63861e+15	,Validation loss (MSE): 1.92996e+17	,Training accuracy (MAE): -1.03684e+07	,Validation accuracy (MAE): -7.55418e+07	,Training accuracy (MRAE): 0.832657	,Validation accuracy (MRAE): 0.121291
Epoch: 1432	,Training loss (MRSE): 0.0534585	,Validation loss (MRSE): 0.82292	,Training loss (MSE): 1.35724e+16	,Validation loss (MSE): 1.93012e+17	,Training accuracy (MAE): -9.99621e+06	,Validation accuracy (MAE): -7.5857e+07	,Training accuracy (MRAE): 0.836748	,Validation accuracy (MRAE): 0.11774
Epoch: 1440	,Training loss (MRSE): 0.0625678	,Validation loss (MRSE): 0.8276	,Training loss (MSE): 2.13694e+15	,Validation loss (MSE): 1.93016e+17	,Training accuracy (MAE): -5.94595e+06	,Validation accuracy (MAE): -7.56825e+07	,Training accuracy (MRAE): 0.81897	,Validation accuracy (MRAE): 0.115839
Epoch: 1448	,Training loss (MRSE): 0.0677218	,Validation loss (MRSE): 0.825399	,Training loss (MSE): 9.2251e+14	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -4.21465e+06	,Validation accuracy (MAE): -7.56815e+07	,Training accuracy (MRAE): 0.791107	,Validation accuracy (MRAE): 0.116486
Epoch: 1456	,Training loss (MRSE): 0.0807236	,Validation loss (MRSE): 0.806093	,Training loss (MSE): 2.87046e+15	,Validation loss (MSE): 1.93009e+17	,Training accuracy (MAE): -6.29768e+06	,Validation accuracy (MAE): -7.52456e+07	,Training accuracy (MRAE): 0.793795	,Validation accuracy (MRAE): 0.129939
Epoch: 1464	,Training loss (MRSE): 0.0950231	,Validation loss (MRSE): 0.827077	,Training loss (MSE): 2.22574e+16	,Validation loss (MSE): 1.92981e+17	,Training accuracy (MAE): -2.15275e+07	,Validation accuracy (MAE): -7.55447e+07	,Training accuracy (MRAE): 0.732446	,Validation accuracy (MRAE): 0.111194
Epoch: 1472	,Training loss (MRSE): 0.0612569	,Validation loss (MRSE): 0.834063	,Training loss (MSE): 1.93541e+15	,Validation loss (MSE): 1.93031e+17	,Training accuracy (MAE): -5.67942e+06	,Validation accuracy (MAE): -7.59485e+07	,Training accuracy (MRAE): 0.83462	,Validation accuracy (MRAE): 0.108155
Epoch: 1480	,Training loss (MRSE): 0.0513782	,Validation loss (MRSE): 0.831117	,Training loss (MSE): 4.53612e+15	,Validation loss (MSE): 1.93023e+17	,Training accuracy (MAE): -9.40889e+06	,Validation accuracy (MAE): -7.60916e+07	,Training accuracy (MRAE): 0.835375	,Validation accuracy (MRAE): 0.109503
Epoch: 1488	,Training loss (MRSE): 0.0643898	,Validation loss (MRSE): 0.833128	,Training loss (MSE): 1.45331e+15	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -5.52748e+06	,Validation accuracy (MAE): -7.56008e+07	,Training accuracy (MRAE): 0.806306	,Validation accuracy (MRAE): 0.109231
Epoch: 1496	,Training loss (MRSE): 0.0494995	,Validation loss (MRSE): 0.83017	,Training loss (MSE): 7.45406e+15	,Validation loss (MSE): 1.93017e+17	,Training accuracy (MAE): -1.13977e+07	,Validation accuracy (MAE): -7.59326e+07	,Training accuracy (MRAE): 0.832119	,Validation accuracy (MRAE): 0.108898
Epoch: 1504	,Training loss (MRSE): 0.0433512	,Validation loss (MRSE): 0.83302	,Training loss (MSE): 2.35821e+15	,Validation loss (MSE): 1.93002e+17	,Training accuracy (MAE): -6.43089e+06	,Validation accuracy (MAE): -7.56227e+07	,Training accuracy (MRAE): 0.853527	,Validation accuracy (MRAE): 0.109345
Epoch: 1512	,Training loss (MRSE): 0.0432116	,Validation loss (MRSE): 0.830996	,Training loss (MSE): 3.45428e+15	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -6.5368e+06	,Validation accuracy (MAE): -7.53711e+07	,Training accuracy (MRAE): 0.865117	,Validation accuracy (MRAE): 0.108347
Epoch: 1520	,Training loss (MRSE): 0.0497359	,Validation loss (MRSE): 0.829008	,Training loss (MSE): 9.22304e+15	,Validation loss (MSE): 1.93006e+17	,Training accuracy (MAE): -1.16377e+07	,Validation accuracy (MAE): -7.55469e+07	,Training accuracy (MRAE): 0.847766	,Validation accuracy (MRAE): 0.110989
Epoch: 1528	,Training loss (MRSE): 0.0867692	,Validation loss (MRSE): 0.810523	,Training loss (MSE): 6.64785e+15	,Validation loss (MSE): 1.92993e+17	,Training accuracy (MAE): -1.04666e+07	,Validation accuracy (MAE): -7.52009e+07	,Training accuracy (MRAE): 0.793204	,Validation accuracy (MRAE): 0.127168
Epoch: 1536	,Training loss (MRSE): 0.0434784	,Validation loss (MRSE): 0.825368	,Training loss (MSE): 6.15546e+15	,Validation loss (MSE): 1.93011e+17	,Training accuracy (MAE): -1.06214e+07	,Validation accuracy (MAE): -7.55998e+07	,Training accuracy (MRAE): 0.84459	,Validation accuracy (MRAE): 0.114288
Epoch: 1544	,Training loss (MRSE): 0.0899039	,Validation loss (MRSE): 0.826158	,Training loss (MSE): 3.96886e+16	,Validation loss (MSE): 1.9296e+17	,Training accuracy (MAE): -2.60906e+07	,Validation accuracy (MAE): -7.55423e+07	,Training accuracy (MRAE): 0.762719	,Validation accuracy (MRAE): 0.117793
Epoch: 1552	,Training loss (MRSE): 0.0944073	,Validation loss (MRSE): 0.80761	,Training loss (MSE): 3.0989e+16	,Validation loss (MSE): 1.93013e+17	,Training accuracy (MAE): -2.51819e+07	,Validation accuracy (MAE): -7.51069e+07	,Training accuracy (MRAE): 0.734046	,Validation accuracy (MRAE): 0.129762
Epoch: 1560	,Training loss (MRSE): 0.0497464	,Validation loss (MRSE): 0.822562	,Training loss (MSE): 7.66125e+15	,Validation loss (MSE): 1.93007e+17	,Training accuracy (MAE): -1.29303e+07	,Validation accuracy (MAE): -7.54131e+07	,Training accuracy (MRAE): 0.847681	,Validation accuracy (MRAE): 0.11733
Epoch: 1568	,Training loss (MRSE): 0.0485375	,Validation loss (MRSE): 0.816169	,Training loss (MSE): 4.74954e+15	,Validation loss (MSE): 1.93008e+17	,Training accuracy (MAE): -8.4919e+06	,Validation accuracy (MAE): -7.54514e+07	,Training accuracy (MRAE): 0.841793	,Validation accuracy (MRAE): 0.120615
Epoch: 1576	,Training loss (MRSE): 0.0443806	,Validation loss (MRSE): 0.827072	,Training loss (MSE): 8.37607e+15	,Validation loss (MSE): 1.93011e+17	,Training accuracy (MAE): -1.23563e+07	,Validation accuracy (MAE): -7.54916e+07	,Training accuracy (MRAE): 0.844836	,Validation accuracy (MRAE): 0.114257
Epoch: 1584	,Training loss (MRSE): 0.0663752	,Validation loss (MRSE): 0.838666	,Training loss (MSE): 1.19155e+15	,Validation loss (MSE): 1.9301e+17	,Training accuracy (MAE): -4.79528e+06	,Validation accuracy (MAE): -7.5667e+07	,Training accuracy (MRAE): 0.822301	,Validation accuracy (MRAE): 0.103305
Epoch: 1592	,Training loss (MRSE): 0.0507787	,Validation loss (MRSE): 0.818786	,Training loss (MSE): 4.71647e+15	,Validation loss (MSE): 1.9301e+17	,Training accuracy (MAE): -7.75477e+06	,Validation accuracy (MAE): -7.52803e+07	,Training accuracy (MRAE): 0.827279	,Validation accuracy (MRAE): 0.122008
Epoch: 1600	,Training loss (MRSE): 0.0451242	,Validation loss (MRSE): 0.832373	,Training loss (MSE): 1.4388e+15	,Validation loss (MSE): 1.92991e+17	,Training accuracy (MAE): -5.79558e+06	,Validation accuracy (MAE): -7.5635e+07	,Training accuracy (MRAE): 0.848664	,Validation accuracy (MRAE): 0.109927
Epoch: 1608	,Training loss (MRSE): 0.0485539	,Validation loss (MRSE): 0.825679	,Training loss (MSE): 3.30662e+15	,Validation loss (MSE): 1.93004e+17	,Training accuracy (MAE): -7.37552e+06	,Validation accuracy (MAE): -7.52712e+07	,Training accuracy (MRAE): 0.848078	,Validation accuracy (MRAE): 0.113258
Epoch: 1616	,Training loss (MRSE): 0.0729525	,Validation loss (MRSE): 0.819374	,Training loss (MSE): 1.02919e+15	,Validation loss (MSE): 1.93024e+17	,Training accuracy (MAE): -4.49569e+06	,Validation accuracy (MAE): -7.54599e+07	,Training accuracy (MRAE): 0.79375	,Validation accuracy (MRAE): 0.123387
Epoch: 1624	,Training loss (MRSE): 0.0593647	,Validation loss (MRSE): 0.827457	,Training loss (MSE): 2.68633e+16	,Validation loss (MSE): 1.93005e+17	,Training accuracy (MAE): -1.94176e+07	,Validation accuracy (MAE): -7.55445e+07	,Training accuracy (MRAE): 0.814689	,Validation accuracy (MRAE): 0.112082
Epoch: 1632	,Training loss (MRSE): 0.0758213	,Validation loss (MRSE): 0.835083	,Training loss (MSE): 6.40325e+16	,Validation loss (MSE): 1.93008e+17	,Training accuracy (MAE): -3.66653e+07	,Validation accuracy (MAE): -7.57773e+07	,Training accuracy (MRAE): 0.783298	,Validation accuracy (MRAE): 0.111539
Epoch: 1640	,Training loss (MRSE): 0.0729711	,Validation loss (MRSE): 0.837203	,Training loss (MSE): 6.18073e+15	,Validation loss (MSE): 1.93006e+17	,Training accuracy (MAE): -9.85455e+06	,Validation accuracy (MAE): -7.56811e+07	,Training accuracy (MRAE): 0.809786	,Validation accuracy (MRAE): 0.106833
Epoch: 1648	,Training loss (MRSE): 0.0551487	,Validation loss (MRSE): 0.816304	,Training loss (MSE): 1.17729e+16	,Validation loss (MSE): 1.93002e+17	,Training accuracy (MAE): -1.44545e+07	,Validation accuracy (MAE): -7.51258e+07	,Training accuracy (MRAE): 0.82678	,Validation accuracy (MRAE): 0.122564
Epoch: 1656	,Training loss (MRSE): 0.0769177	,Validation loss (MRSE): 0.823957	,Training loss (MSE): 1.41234e+16	,Validation loss (MSE): 1.93074e+17	,Training accuracy (MAE): -1.64091e+07	,Validation accuracy (MAE): -7.64311e+07	,Training accuracy (MRAE): 0.786066	,Validation accuracy (MRAE): 0.121497
Epoch: 1664	,Training loss (MRSE): 0.0660345	,Validation loss (MRSE): 0.827426	,Training loss (MSE): 1.10596e+16	,Validation loss (MSE): 1.93009e+17	,Training accuracy (MAE): -1.45766e+07	,Validation accuracy (MAE): -7.56158e+07	,Training accuracy (MRAE): 0.791559	,Validation accuracy (MRAE): 0.113818
Epoch: 1672	,Training loss (MRSE): 0.0596321	,Validation loss (MRSE): 0.819844	,Training loss (MSE): 1.93759e+16	,Validation loss (MSE): 1.93008e+17	,Training accuracy (MAE): -1.98069e+07	,Validation accuracy (MAE): -7.52142e+07	,Training accuracy (MRAE): 0.798572	,Validation accuracy (MRAE): 0.120719
Epoch: 1680	,Training loss (MRSE): 0.0426185	,Validation loss (MRSE): 0.831538	,Training loss (MSE): 8.3398e+15	,Validation loss (MSE): 1.93001e+17	,Training accuracy (MAE): -1.28812e+07	,Validation accuracy (MAE): -7.54199e+07	,Training accuracy (MRAE): 0.845178	,Validation accuracy (MRAE): 0.109845
Epoch: 1688	,Training loss (MRSE): 0.0663163	,Validation loss (MRSE): 0.824062	,Training loss (MSE): 1.26472e+16	,Validation loss (MSE): 1.93015e+17	,Training accuracy (MAE): -1.63535e+07	,Validation accuracy (MAE): -7.55415e+07	,Training accuracy (MRAE): 0.792072	,Validation accuracy (MRAE): 0.116732
Epoch: 1696	,Training loss (MRSE): 0.0427828	,Validation loss (MRSE): 0.827339	,Training loss (MSE): 1.01034e+16	,Validation loss (MSE): 1.93013e+17	,Training accuracy (MAE): -1.25498e+07	,Validation accuracy (MAE): -7.54582e+07	,Training accuracy (MRAE): 0.849419	,Validation accuracy (MRAE): 0.114848
Epoch: 1704	,Training loss (MRSE): 0.0755711	,Validation loss (MRSE): 0.813428	,Training loss (MSE): 2.32818e+15	,Validation loss (MSE): 1.93e+17	,Training accuracy (MAE): -6.7264e+06	,Validation accuracy (MAE): -7.55889e+07	,Training accuracy (MRAE): 0.785176	,Validation accuracy (MRAE): 0.128114
Epoch: 1712	,Training loss (MRSE): 0.063715	,Validation loss (MRSE): 0.816181	,Training loss (MSE): 2.90184e+16	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -2.49981e+07	,Validation accuracy (MAE): -7.53086e+07	,Training accuracy (MRAE): 0.819813	,Validation accuracy (MRAE): 0.122094
Epoch: 1720	,Training loss (MRSE): 0.061606	,Validation loss (MRSE): 0.834142	,Training loss (MSE): 5.06178e+15	,Validation loss (MSE): 1.9299e+17	,Training accuracy (MAE): -7.8544e+06	,Validation accuracy (MAE): -7.55817e+07	,Training accuracy (MRAE): 0.812038	,Validation accuracy (MRAE): 0.112926
Epoch: 1728	,Training loss (MRSE): 0.0508055	,Validation loss (MRSE): 0.825279	,Training loss (MSE): 1.59519e+15	,Validation loss (MSE): 1.93004e+17	,Training accuracy (MAE): -5.83317e+06	,Validation accuracy (MAE): -7.5277e+07	,Training accuracy (MRAE): 0.829184	,Validation accuracy (MRAE): 0.116292
Epoch: 1736	,Training loss (MRSE): 0.0509436	,Validation loss (MRSE): 0.822955	,Training loss (MSE): 7.98703e+15	,Validation loss (MSE): 1.92999e+17	,Training accuracy (MAE): -1.20937e+07	,Validation accuracy (MAE): -7.53024e+07	,Training accuracy (MRAE): 0.837393	,Validation accuracy (MRAE): 0.120321
Epoch: 1744	,Training loss (MRSE): 0.0486192	,Validation loss (MRSE): 0.832957	,Training loss (MSE): 5.73901e+15	,Validation loss (MSE): 1.93005e+17	,Training accuracy (MAE): -1.0486e+07	,Validation accuracy (MAE): -7.56221e+07	,Training accuracy (MRAE): 0.839451	,Validation accuracy (MRAE): 0.111268
Epoch: 1752	,Training loss (MRSE): 0.0887237	,Validation loss (MRSE): 0.80548	,Training loss (MSE): 6.5348e+15	,Validation loss (MSE): 1.93004e+17	,Training accuracy (MAE): -1.17452e+07	,Validation accuracy (MAE): -7.51082e+07	,Training accuracy (MRAE): 0.779498	,Validation accuracy (MRAE): 0.129018
Epoch: 1760	,Training loss (MRSE): 0.0695073	,Validation loss (MRSE): 0.816326	,Training loss (MSE): 6.07386e+15	,Validation loss (MSE): 1.93016e+17	,Training accuracy (MAE): -1.11441e+07	,Validation accuracy (MAE): -7.53887e+07	,Training accuracy (MRAE): 0.796871	,Validation accuracy (MRAE): 0.125272
Epoch: 1768	,Training loss (MRSE): 0.0582953	,Validation loss (MRSE): 0.820399	,Training loss (MSE): 5.12673e+15	,Validation loss (MSE): 1.92992e+17	,Training accuracy (MAE): -1.00152e+07	,Validation accuracy (MAE): -7.53819e+07	,Training accuracy (MRAE): 0.814458	,Validation accuracy (MRAE): 0.12204
Epoch: 1776	,Training loss (MRSE): 0.0374532	,Validation loss (MRSE): 0.82663	,Training loss (MSE): 3.29744e+15	,Validation loss (MSE): 1.93015e+17	,Training accuracy (MAE): -7.70635e+06	,Validation accuracy (MAE): -7.55661e+07	,Training accuracy (MRAE): 0.867394	,Validation accuracy (MRAE): 0.114897
Epoch: 1784	,Training loss (MRSE): 0.0452648	,Validation loss (MRSE): 0.82601	,Training loss (MSE): 3.07668e+15	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -7.34282e+06	,Validation accuracy (MAE): -7.55625e+07	,Training accuracy (MRAE): 0.836376	,Validation accuracy (MRAE): 0.116832
Epoch: 1792	,Training loss (MRSE): 0.058175	,Validation loss (MRSE): 0.827021	,Training loss (MSE): 3.60471e+15	,Validation loss (MSE): 1.93048e+17	,Training accuracy (MAE): -9.05425e+06	,Validation accuracy (MAE): -7.61228e+07	,Training accuracy (MRAE): 0.820989	,Validation accuracy (MRAE): 0.117233
Epoch: 1800	,Training loss (MRSE): 0.0795088	,Validation loss (MRSE): 0.819909	,Training loss (MSE): 6.03014e+15	,Validation loss (MSE): 1.93016e+17	,Training accuracy (MAE): -1.08666e+07	,Validation accuracy (MAE): -7.57001e+07	,Training accuracy (MRAE): 0.779377	,Validation accuracy (MRAE): 0.127623
Epoch: 1808	,Training loss (MRSE): 0.0426653	,Validation loss (MRSE): 0.823209	,Training loss (MSE): 9.14513e+15	,Validation loss (MSE): 1.93004e+17	,Training accuracy (MAE): -1.03622e+07	,Validation accuracy (MAE): -7.52518e+07	,Training accuracy (MRAE): 0.850921	,Validation accuracy (MRAE): 0.118936
Epoch: 1816	,Training loss (MRSE): 0.104199	,Validation loss (MRSE): 0.847302	,Training loss (MSE): 5.31853e+15	,Validation loss (MSE): 1.93036e+17	,Training accuracy (MAE): -1.1055e+07	,Validation accuracy (MAE): -7.6247e+07	,Training accuracy (MRAE): 0.743118	,Validation accuracy (MRAE): 0.098248
Epoch: 1824	,Training loss (MRSE): 0.0708661	,Validation loss (MRSE): 0.830966	,Training loss (MSE): 1.26008e+16	,Validation loss (MSE): 1.92993e+17	,Training accuracy (MAE): -1.40479e+07	,Validation accuracy (MAE): -7.55127e+07	,Training accuracy (MRAE): 0.790289	,Validation accuracy (MRAE): 0.113595
Epoch: 1832	,Training loss (MRSE): 0.0525471	,Validation loss (MRSE): 0.830189	,Training loss (MSE): 3.93241e+16	,Validation loss (MSE): 1.93042e+17	,Training accuracy (MAE): -2.67413e+07	,Validation accuracy (MAE): -7.61207e+07	,Training accuracy (MRAE): 0.816375	,Validation accuracy (MRAE): 0.112042
Epoch: 1840	,Training loss (MRSE): 0.0614175	,Validation loss (MRSE): 0.816342	,Training loss (MSE): 4.04466e+15	,Validation loss (MSE): 1.92999e+17	,Training accuracy (MAE): -8.70649e+06	,Validation accuracy (MAE): -7.51556e+07	,Training accuracy (MRAE): 0.807624	,Validation accuracy (MRAE): 0.123712
Epoch: 1848	,Training loss (MRSE): 0.0401222	,Validation loss (MRSE): 0.820287	,Training loss (MSE): 4.17717e+15	,Validation loss (MSE): 1.93011e+17	,Training accuracy (MAE): -8.65581e+06	,Validation accuracy (MAE): -7.5387e+07	,Training accuracy (MRAE): 0.852988	,Validation accuracy (MRAE): 0.121437
Epoch: 1856	,Training loss (MRSE): 0.0524389	,Validation loss (MRSE): 0.824269	,Training loss (MSE): 5.2774e+15	,Validation loss (MSE): 1.92998e+17	,Training accuracy (MAE): -1.00123e+07	,Validation accuracy (MAE): -7.53599e+07	,Training accuracy (MRAE): 0.821157	,Validation accuracy (MRAE): 0.117227
Epoch: 1864	,Training loss (MRSE): 0.131099	,Validation loss (MRSE): 0.829738	,Training loss (MSE): 8.39744e+16	,Validation loss (MSE): 1.92996e+17	,Training accuracy (MAE): -4.19327e+07	,Validation accuracy (MAE): -7.57583e+07	,Training accuracy (MRAE): 0.678618	,Validation accuracy (MRAE): 0.117709
Epoch: 1872	,Training loss (MRSE): 0.0403831	,Validation loss (MRSE): 0.819843	,Training loss (MSE): 1.21637e+15	,Validation loss (MSE): 1.93007e+17	,Training accuracy (MAE): -4.97296e+06	,Validation accuracy (MAE): -7.54332e+07	,Training accuracy (MRAE): 0.853277	,Validation accuracy (MRAE): 0.122862
Epoch: 1880	,Training loss (MRSE): 0.0464097	,Validation loss (MRSE): 0.831184	,Training loss (MSE): 6.30544e+15	,Validation loss (MSE): 1.92995e+17	,Training accuracy (MAE): -9.8734e+06	,Validation accuracy (MAE): -7.54465e+07	,Training accuracy (MRAE): 0.829977	,Validation accuracy (MRAE): 0.112815
Epoch: 1888	,Training loss (MRSE): 0.0760917	,Validation loss (MRSE): 0.8234	,Training loss (MSE): 3.39684e+15	,Validation loss (MSE): 1.93014e+17	,Training accuracy (MAE): -7.74862e+06	,Validation accuracy (MAE): -7.53052e+07	,Training accuracy (MRAE): 0.775945	,Validation accuracy (MRAE): 0.118818
Epoch: 1896	,Training loss (MRSE): 0.0348691	,Validation loss (MRSE): 0.822475	,Training loss (MSE): 2.13524e+16	,Validation loss (MSE): 1.93002e+17	,Training accuracy (MAE): -2.13451e+07	,Validation accuracy (MAE): -7.544e+07	,Training accuracy (MRAE): 0.867	,Validation accuracy (MRAE): 0.12159
Epoch: 1904	,Training loss (MRSE): 0.14869	,Validation loss (MRSE): 0.805991	,Training loss (MSE): 4.18478e+16	,Validation loss (MSE): 1.93017e+17	,Training accuracy (MAE): -3.01871e+07	,Validation accuracy (MAE): -7.51074e+07	,Training accuracy (MRAE): 0.646485	,Validation accuracy (MRAE): 0.131851
Epoch: 1912	,Training loss (MRSE): 0.0360476	,Validation loss (MRSE): 0.825452	,Training loss (MSE): 8.97749e+15	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -1.36169e+07	,Validation accuracy (MAE): -7.53404e+07	,Training accuracy (MRAE): 0.862211	,Validation accuracy (MRAE): 0.116765
Epoch: 1920	,Training loss (MRSE): 0.0584541	,Validation loss (MRSE): 0.814843	,Training loss (MSE): 8.33958e+14	,Validation loss (MSE): 1.93013e+17	,Training accuracy (MAE): -4.10084e+06	,Validation accuracy (MAE): -7.52529e+07	,Training accuracy (MRAE): 0.815666	,Validation accuracy (MRAE): 0.12578
Epoch: 1928	,Training loss (MRSE): 0.039443	,Validation loss (MRSE): 0.830428	,Training loss (MSE): 1.5565e+16	,Validation loss (MSE): 1.93001e+17	,Training accuracy (MAE): -1.75666e+07	,Validation accuracy (MAE): -7.52146e+07	,Training accuracy (MRAE): 0.850677	,Validation accuracy (MRAE): 0.109062
Epoch: 1936	,Training loss (MRSE): 0.0461099	,Validation loss (MRSE): 0.823261	,Training loss (MSE): 1.94772e+15	,Validation loss (MSE): 1.93004e+17	,Training accuracy (MAE): -5.72089e+06	,Validation accuracy (MAE): -7.52008e+07	,Training accuracy (MRAE): 0.842736	,Validation accuracy (MRAE): 0.119729
Epoch: 1944	,Training loss (MRSE): 0.0536228	,Validation loss (MRSE): 0.835649	,Training loss (MSE): 1.11678e+16	,Validation loss (MSE): 1.92999e+17	,Training accuracy (MAE): -9.94532e+06	,Validation accuracy (MAE): -7.54491e+07	,Training accuracy (MRAE): 0.81276	,Validation accuracy (MRAE): 0.109471
Epoch: 1952	,Training loss (MRSE): 0.0453722	,Validation loss (MRSE): 0.823817	,Training loss (MSE): 1.18225e+16	,Validation loss (MSE): 1.93009e+17	,Training accuracy (MAE): -1.24978e+07	,Validation accuracy (MAE): -7.53395e+07	,Training accuracy (MRAE): 0.8606	,Validation accuracy (MRAE): 0.118485
Epoch: 1960	,Training loss (MRSE): 0.057468	,Validation loss (MRSE): 0.819922	,Training loss (MSE): 4.29908e+15	,Validation loss (MSE): 1.9301e+17	,Training accuracy (MAE): -9.00599e+06	,Validation accuracy (MAE): -7.5229e+07	,Training accuracy (MRAE): 0.806717	,Validation accuracy (MRAE): 0.123383
Epoch: 1968	,Training loss (MRSE): 0.0579256	,Validation loss (MRSE): 0.820098	,Training loss (MSE): 2.19922e+16	,Validation loss (MSE): 1.93021e+17	,Training accuracy (MAE): -2.09476e+07	,Validation accuracy (MAE): -7.53599e+07	,Training accuracy (MRAE): 0.805576	,Validation accuracy (MRAE): 0.122024
Epoch: 1976	,Training loss (MRSE): 0.0352938	,Validation loss (MRSE): 0.824467	,Training loss (MSE): 5.13581e+15	,Validation loss (MSE): 1.93001e+17	,Training accuracy (MAE): -9.43067e+06	,Validation accuracy (MAE): -7.53189e+07	,Training accuracy (MRAE): 0.86532	,Validation accuracy (MRAE): 0.120986
Epoch: 1984	,Training loss (MRSE): 0.0295739	,Validation loss (MRSE): 0.827942	,Training loss (MSE): 2.00058e+15	,Validation loss (MSE): 1.93016e+17	,Training accuracy (MAE): -5.95255e+06	,Validation accuracy (MAE): -7.55055e+07	,Training accuracy (MRAE): 0.883102	,Validation accuracy (MRAE): 0.114425
Epoch: 1992	,Training loss (MRSE): 0.041254	,Validation loss (MRSE): 0.824046	,Training loss (MSE): 1.08225e+15	,Validation loss (MSE): 1.92997e+17	,Training accuracy (MAE): -4.50374e+06	,Validation accuracy (MAE): -7.51585e+07	,Training accuracy (MRAE): 0.857066	,Validation accuracy (MRAE): 0.119903
Training time: 6866.95s

Final results:
Training data:
For benchmark_array_add____array_add_f32_no_simd_2075:	Prediction: 	2252.36 Target: 	2075 
