Epoch: 0	,Training loss (MRSE): 1.00042	,Validation loss (MRSE): 1.00816	,Training loss (MSE): 1.52893e+17	,Validation loss (MSE): 1.93035e+17	,Training accuracy (MAE): -6.03935e+07	,Validation accuracy (MAE): -7.46089e+07	,Training accuracy (MRAE): -0.000208285	,Validation accuracy (MRAE): -0.00400604
Epoch: 1336	,Training loss (MRSE): 0.0854413	,Validation loss (MRSE): 0.832978	,Training loss (MSE): 3.91637e+15	,Validation loss (MSE): 1.92937e+17	,Training accuracy (MAE): -7.77421e+06	,Validation accuracy (MAE): -7.59889e+07	,Training accuracy (MRAE): 0.776297	,Validation accuracy (MRAE): 0.110601
Epoch: 1344	,Training loss (MRSE): 0.104275	,Validation loss (MRSE): 0.795911	,Training loss (MSE): 3.46394e+15	,Validation loss (MSE): 1.92891e+17	,Training accuracy (MAE): -7.95809e+06	,Validation accuracy (MAE): -7.56476e+07	,Training accuracy (MRAE): 0.770467	,Validation accuracy (MRAE): 0.146045
Epoch: 1352	,Training loss (MRSE): 0.0492731	,Validation loss (MRSE): 0.824091	,Training loss (MSE): 7.25238e+15	,Validation loss (MSE): 1.92956e+17	,Training accuracy (MAE): -1.08737e+07	,Validation accuracy (MAE): -7.61058e+07	,Training accuracy (MRAE): 0.84209	,Validation accuracy (MRAE): 0.119868
Epoch: 1360	,Training loss (MRSE): 0.0545255	,Validation loss (MRSE): 0.822364	,Training loss (MSE): 1.66267e+15	,Validation loss (MSE): 1.92914e+17	,Training accuracy (MAE): -4.63222e+06	,Validation accuracy (MAE): -7.61822e+07	,Training accuracy (MRAE): 0.840048	,Validation accuracy (MRAE): 0.12061
Epoch: 1368	,Training loss (MRSE): 0.0906785	,Validation loss (MRSE): 0.818409	,Training loss (MSE): 1.22028e+16	,Validation loss (MSE): 1.92978e+17	,Training accuracy (MAE): -1.50086e+07	,Validation accuracy (MAE): -7.62063e+07	,Training accuracy (MRAE): 0.764369	,Validation accuracy (MRAE): 0.1285
Epoch: 1376	,Training loss (MRSE): 0.05453	,Validation loss (MRSE): 0.819082	,Training loss (MSE): 2.29637e+15	,Validation loss (MSE): 1.9297e+17	,Training accuracy (MAE): -5.80258e+06	,Validation accuracy (MAE): -7.59549e+07	,Training accuracy (MRAE): 0.83417	,Validation accuracy (MRAE): 0.125371
Epoch: 1384	,Training loss (MRSE): 0.0755003	,Validation loss (MRSE): 0.823408	,Training loss (MSE): 1.29158e+15	,Validation loss (MSE): 1.92984e+17	,Training accuracy (MAE): -4.33372e+06	,Validation accuracy (MAE): -7.60819e+07	,Training accuracy (MRAE): 0.801973	,Validation accuracy (MRAE): 0.119024
Epoch: 1392	,Training loss (MRSE): 0.0495867	,Validation loss (MRSE): 0.811646	,Training loss (MSE): 9.79908e+15	,Validation loss (MSE): 1.92942e+17	,Training accuracy (MAE): -1.44702e+07	,Validation accuracy (MAE): -7.58715e+07	,Training accuracy (MRAE): 0.847171	,Validation accuracy (MRAE): 0.129292
Epoch: 1400	,Training loss (MRSE): 0.0559635	,Validation loss (MRSE): 0.815276	,Training loss (MSE): 1.47686e+16	,Validation loss (MSE): 1.92902e+17	,Training accuracy (MAE): -1.69559e+07	,Validation accuracy (MAE): -7.55913e+07	,Training accuracy (MRAE): 0.826767	,Validation accuracy (MRAE): 0.127622
Epoch: 1408	,Training loss (MRSE): 0.167149	,Validation loss (MRSE): 0.829431	,Training loss (MSE): 1.76774e+16	,Validation loss (MSE): 1.92997e+17	,Training accuracy (MAE): -1.98791e+07	,Validation accuracy (MAE): -7.58975e+07	,Training accuracy (MRAE): 0.649492	,Validation accuracy (MRAE): 0.113456
Epoch: 1416	,Training loss (MRSE): 0.0654061	,Validation loss (MRSE): 0.825847	,Training loss (MSE): 2.24738e+16	,Validation loss (MSE): 1.92931e+17	,Training accuracy (MAE): -2.1926e+07	,Validation accuracy (MAE): -7.63413e+07	,Training accuracy (MRAE): 0.800551	,Validation accuracy (MRAE): 0.118309
Epoch: 1424	,Training loss (MRSE): 0.109542	,Validation loss (MRSE): 0.8226	,Training loss (MSE): 8.49132e+15	,Validation loss (MSE): 1.92962e+17	,Training accuracy (MAE): -1.27508e+07	,Validation accuracy (MAE): -7.56882e+07	,Training accuracy (MRAE): 0.729928	,Validation accuracy (MRAE): 0.121134
Epoch: 1432	,Training loss (MRSE): 0.082315	,Validation loss (MRSE): 0.837571	,Training loss (MSE): 5.91787e+15	,Validation loss (MSE): 1.92974e+17	,Training accuracy (MAE): -9.32667e+06	,Validation accuracy (MAE): -7.64803e+07	,Training accuracy (MRAE): 0.792195	,Validation accuracy (MRAE): 0.108822
Epoch: 1440	,Training loss (MRSE): 0.0919334	,Validation loss (MRSE): 0.812117	,Training loss (MSE): 6.6544e+15	,Validation loss (MSE): 1.92884e+17	,Training accuracy (MAE): -1.17474e+07	,Validation accuracy (MAE): -7.58211e+07	,Training accuracy (MRAE): 0.769842	,Validation accuracy (MRAE): 0.123086
Epoch: 1448	,Training loss (MRSE): 0.0599415	,Validation loss (MRSE): 0.823467	,Training loss (MSE): 1.48192e+16	,Validation loss (MSE): 1.92935e+17	,Training accuracy (MAE): -1.70309e+07	,Validation accuracy (MAE): -7.55504e+07	,Training accuracy (MRAE): 0.8181	,Validation accuracy (MRAE): 0.120336
Epoch: 1456	,Training loss (MRSE): 0.062188	,Validation loss (MRSE): 0.818769	,Training loss (MSE): 8.6795e+14	,Validation loss (MSE): 1.92867e+17	,Training accuracy (MAE): -4.15492e+06	,Validation accuracy (MAE): -7.6159e+07	,Training accuracy (MRAE): 0.82352	,Validation accuracy (MRAE): 0.124513
Epoch: 1464	,Training loss (MRSE): 0.0656677	,Validation loss (MRSE): 0.81051	,Training loss (MSE): 1.24079e+16	,Validation loss (MSE): 1.92947e+17	,Training accuracy (MAE): -1.55414e+07	,Validation accuracy (MAE): -7.58039e+07	,Training accuracy (MRAE): 0.824867	,Validation accuracy (MRAE): 0.13013
Epoch: 1472	,Training loss (MRSE): 0.0739308	,Validation loss (MRSE): 0.81688	,Training loss (MSE): 1.39734e+16	,Validation loss (MSE): 1.92932e+17	,Training accuracy (MAE): -1.69824e+07	,Validation accuracy (MAE): -7.64742e+07	,Training accuracy (MRAE): 0.784591	,Validation accuracy (MRAE): 0.123443
Epoch: 1480	,Training loss (MRSE): 0.100467	,Validation loss (MRSE): 0.821574	,Training loss (MSE): 2.35152e+15	,Validation loss (MSE): 1.92989e+17	,Training accuracy (MAE): -6.24731e+06	,Validation accuracy (MAE): -7.59006e+07	,Training accuracy (MRAE): 0.75265	,Validation accuracy (MRAE): 0.123177
Epoch: 1488	,Training loss (MRSE): 0.114034	,Validation loss (MRSE): 0.821868	,Training loss (MSE): 8.88142e+15	,Validation loss (MSE): 1.92881e+17	,Training accuracy (MAE): -1.36995e+07	,Validation accuracy (MAE): -7.68292e+07	,Training accuracy (MRAE): 0.766484	,Validation accuracy (MRAE): 0.1226
Epoch: 1496	,Training loss (MRSE): 0.0644703	,Validation loss (MRSE): 0.819455	,Training loss (MSE): 2.01913e+15	,Validation loss (MSE): 1.92973e+17	,Training accuracy (MAE): -6.45474e+06	,Validation accuracy (MAE): -7.61674e+07	,Training accuracy (MRAE): 0.805141	,Validation accuracy (MRAE): 0.123572
Epoch: 1504	,Training loss (MRSE): 0.0500502	,Validation loss (MRSE): 0.816804	,Training loss (MSE): 1.56841e+16	,Validation loss (MSE): 1.9294e+17	,Training accuracy (MAE): -1.8322e+07	,Validation accuracy (MAE): -7.63613e+07	,Training accuracy (MRAE): 0.836704	,Validation accuracy (MRAE): 0.128956
Epoch: 1512	,Training loss (MRSE): 0.0922918	,Validation loss (MRSE): 0.820403	,Training loss (MSE): 1.65948e+16	,Validation loss (MSE): 1.92941e+17	,Training accuracy (MAE): -1.85474e+07	,Validation accuracy (MAE): -7.6453e+07	,Training accuracy (MRAE): 0.747449	,Validation accuracy (MRAE): 0.124182
Epoch: 1520	,Training loss (MRSE): 0.0583147	,Validation loss (MRSE): 0.812321	,Training loss (MSE): 1.06801e+15	,Validation loss (MSE): 1.92915e+17	,Training accuracy (MAE): -4.74929e+06	,Validation accuracy (MAE): -7.62067e+07	,Training accuracy (MRAE): 0.831411	,Validation accuracy (MRAE): 0.127419
Epoch: 1528	,Training loss (MRSE): 0.0728136	,Validation loss (MRSE): 0.810585	,Training loss (MSE): 3.2224e+15	,Validation loss (MSE): 1.92868e+17	,Training accuracy (MAE): -6.64586e+06	,Validation accuracy (MAE): -7.61066e+07	,Training accuracy (MRAE): 0.804033	,Validation accuracy (MRAE): 0.130917
Epoch: 1536	,Training loss (MRSE): 0.0892973	,Validation loss (MRSE): 0.812072	,Training loss (MSE): 4.79652e+16	,Validation loss (MSE): 1.92937e+17	,Training accuracy (MAE): -3.14985e+07	,Validation accuracy (MAE): -7.61143e+07	,Training accuracy (MRAE): 0.757195	,Validation accuracy (MRAE): 0.132949
Epoch: 1544	,Training loss (MRSE): 0.0533359	,Validation loss (MRSE): 0.813501	,Training loss (MSE): 1.39003e+16	,Validation loss (MSE): 1.92894e+17	,Training accuracy (MAE): -1.75058e+07	,Validation accuracy (MAE): -7.65363e+07	,Training accuracy (MRAE): 0.839506	,Validation accuracy (MRAE): 0.131666
Epoch: 1552	,Training loss (MRSE): 0.0604315	,Validation loss (MRSE): 0.821845	,Training loss (MSE): 5.42306e+15	,Validation loss (MSE): 1.92994e+17	,Training accuracy (MAE): -1.08582e+07	,Validation accuracy (MAE): -7.63788e+07	,Training accuracy (MRAE): 0.820618	,Validation accuracy (MRAE): 0.122378
Epoch: 1560	,Training loss (MRSE): 0.0594807	,Validation loss (MRSE): 0.822032	,Training loss (MSE): 1.93144e+15	,Validation loss (MSE): 1.92902e+17	,Training accuracy (MAE): -6.10105e+06	,Validation accuracy (MAE): -7.64189e+07	,Training accuracy (MRAE): 0.82901	,Validation accuracy (MRAE): 0.128257
Epoch: 1568	,Training loss (MRSE): 0.0658348	,Validation loss (MRSE): 0.814595	,Training loss (MSE): 1.53199e+15	,Validation loss (MSE): 1.92957e+17	,Training accuracy (MAE): -5.21439e+06	,Validation accuracy (MAE): -7.58204e+07	,Training accuracy (MRAE): 0.819228	,Validation accuracy (MRAE): 0.123107
Epoch: 1576	,Training loss (MRSE): 0.0679432	,Validation loss (MRSE): 0.826769	,Training loss (MSE): 3.50293e+15	,Validation loss (MSE): 1.92927e+17	,Training accuracy (MAE): -7.60466e+06	,Validation accuracy (MAE): -7.67565e+07	,Training accuracy (MRAE): 0.796272	,Validation accuracy (MRAE): 0.12051
Epoch: 1584	,Training loss (MRSE): 0.0420693	,Validation loss (MRSE): 0.82016	,Training loss (MSE): 5.41739e+15	,Validation loss (MSE): 1.92946e+17	,Training accuracy (MAE): -1.07848e+07	,Validation accuracy (MAE): -7.6295e+07	,Training accuracy (MRAE): 0.863179	,Validation accuracy (MRAE): 0.127677
Epoch: 1592	,Training loss (MRSE): 0.0541532	,Validation loss (MRSE): 0.812294	,Training loss (MSE): 3.68029e+15	,Validation loss (MSE): 1.9295e+17	,Training accuracy (MAE): -7.68868e+06	,Validation accuracy (MAE): -7.58791e+07	,Training accuracy (MRAE): 0.825492	,Validation accuracy (MRAE): 0.128118
Epoch: 1600	,Training loss (MRSE): 0.0752254	,Validation loss (MRSE): 0.810208	,Training loss (MSE): 2.12601e+15	,Validation loss (MSE): 1.9289e+17	,Training accuracy (MAE): -5.93819e+06	,Validation accuracy (MAE): -7.61104e+07	,Training accuracy (MRAE): 0.800958	,Validation accuracy (MRAE): 0.131532
Epoch: 1608	,Training loss (MRSE): 0.0584873	,Validation loss (MRSE): 0.820499	,Training loss (MSE): 8.42414e+15	,Validation loss (MSE): 1.9297e+17	,Training accuracy (MAE): -8.38823e+06	,Validation accuracy (MAE): -7.61184e+07	,Training accuracy (MRAE): 0.832359	,Validation accuracy (MRAE): 0.127392
Epoch: 1616	,Training loss (MRSE): 0.0968898	,Validation loss (MRSE): 0.804847	,Training loss (MSE): 5.21495e+15	,Validation loss (MSE): 1.9286e+17	,Training accuracy (MAE): -8.005e+06	,Validation accuracy (MAE): -7.56239e+07	,Training accuracy (MRAE): 0.789377	,Validation accuracy (MRAE): 0.136054
Epoch: 1624	,Training loss (MRSE): 0.0778884	,Validation loss (MRSE): 0.818187	,Training loss (MSE): 2.48546e+15	,Validation loss (MSE): 1.92994e+17	,Training accuracy (MAE): -6.90083e+06	,Validation accuracy (MAE): -7.65094e+07	,Training accuracy (MRAE): 0.790016	,Validation accuracy (MRAE): 0.123636
Epoch: 1632	,Training loss (MRSE): 0.0570973	,Validation loss (MRSE): 0.809024	,Training loss (MSE): 1.56238e+16	,Validation loss (MSE): 1.92956e+17	,Training accuracy (MAE): -1.73558e+07	,Validation accuracy (MAE): -7.59546e+07	,Training accuracy (MRAE): 0.813312	,Validation accuracy (MRAE): 0.133669
Epoch: 1640	,Training loss (MRSE): 0.0600409	,Validation loss (MRSE): 0.812263	,Training loss (MSE): 2.62675e+15	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -6.4908e+06	,Validation accuracy (MAE): -7.62393e+07	,Training accuracy (MRAE): 0.820439	,Validation accuracy (MRAE): 0.130108
Epoch: 1648	,Training loss (MRSE): 0.0427983	,Validation loss (MRSE): 0.813921	,Training loss (MSE): 5.68544e+15	,Validation loss (MSE): 1.92952e+17	,Training accuracy (MAE): -1.09531e+07	,Validation accuracy (MAE): -7.62967e+07	,Training accuracy (MRAE): 0.854008	,Validation accuracy (MRAE): 0.132447
Epoch: 1656	,Training loss (MRSE): 0.117215	,Validation loss (MRSE): 0.826787	,Training loss (MSE): 2.84883e+16	,Validation loss (MSE): 1.92952e+17	,Training accuracy (MAE): -2.46512e+07	,Validation accuracy (MAE): -7.62522e+07	,Training accuracy (MRAE): 0.720775	,Validation accuracy (MRAE): 0.118552
Epoch: 1664	,Training loss (MRSE): 0.0503556	,Validation loss (MRSE): 0.819897	,Training loss (MSE): 1.34153e+16	,Validation loss (MSE): 1.93011e+17	,Training accuracy (MAE): -9.96127e+06	,Validation accuracy (MAE): -7.66311e+07	,Training accuracy (MRAE): 0.843686	,Validation accuracy (MRAE): 0.123528
Epoch: 1672	,Training loss (MRSE): 0.0748842	,Validation loss (MRSE): 0.821507	,Training loss (MSE): 4.04434e+15	,Validation loss (MSE): 1.9298e+17	,Training accuracy (MAE): -8.90497e+06	,Validation accuracy (MAE): -7.63196e+07	,Training accuracy (MRAE): 0.792459	,Validation accuracy (MRAE): 0.121039
Epoch: 1680	,Training loss (MRSE): 0.0429222	,Validation loss (MRSE): 0.811651	,Training loss (MSE): 4.97174e+15	,Validation loss (MSE): 1.92941e+17	,Training accuracy (MAE): -9.93567e+06	,Validation accuracy (MAE): -7.62664e+07	,Training accuracy (MRAE): 0.848365	,Validation accuracy (MRAE): 0.137219
Epoch: 1688	,Training loss (MRSE): 0.0682399	,Validation loss (MRSE): 0.817434	,Training loss (MSE): 6.45525e+15	,Validation loss (MSE): 1.92961e+17	,Training accuracy (MAE): -1.24074e+07	,Validation accuracy (MAE): -7.70407e+07	,Training accuracy (MRAE): 0.791649	,Validation accuracy (MRAE): 0.126231
Epoch: 1696	,Training loss (MRSE): 0.0474485	,Validation loss (MRSE): 0.810359	,Training loss (MSE): 1.20531e+16	,Validation loss (MSE): 1.92979e+17	,Training accuracy (MAE): -1.49409e+07	,Validation accuracy (MAE): -7.62941e+07	,Training accuracy (MRAE): 0.834455	,Validation accuracy (MRAE): 0.130722
Epoch: 1704	,Training loss (MRSE): 0.0761695	,Validation loss (MRSE): 0.814539	,Training loss (MSE): 7.09005e+15	,Validation loss (MSE): 1.92914e+17	,Training accuracy (MAE): -1.07418e+07	,Validation accuracy (MAE): -7.61165e+07	,Training accuracy (MRAE): 0.779815	,Validation accuracy (MRAE): 0.133092
Epoch: 1712	,Training loss (MRSE): 0.0529238	,Validation loss (MRSE): 0.81368	,Training loss (MSE): 1.43865e+15	,Validation loss (MSE): 1.93002e+17	,Training accuracy (MAE): -4.89065e+06	,Validation accuracy (MAE): -7.6613e+07	,Training accuracy (MRAE): 0.832467	,Validation accuracy (MRAE): 0.127528
Epoch: 1720	,Training loss (MRSE): 0.0568223	,Validation loss (MRSE): 0.820473	,Training loss (MSE): 2.40811e+15	,Validation loss (MSE): 1.93005e+17	,Training accuracy (MAE): -6.8565e+06	,Validation accuracy (MAE): -7.67601e+07	,Training accuracy (MRAE): 0.828423	,Validation accuracy (MRAE): 0.123453
Epoch: 1728	,Training loss (MRSE): 0.0657951	,Validation loss (MRSE): 0.808936	,Training loss (MSE): 3.03463e+15	,Validation loss (MSE): 1.92889e+17	,Training accuracy (MAE): -7.39715e+06	,Validation accuracy (MAE): -7.61301e+07	,Training accuracy (MRAE): 0.814337	,Validation accuracy (MRAE): 0.135477
Epoch: 1736	,Training loss (MRSE): 0.0561814	,Validation loss (MRSE): 0.816727	,Training loss (MSE): 2.78839e+15	,Validation loss (MSE): 1.92988e+17	,Training accuracy (MAE): -6.23892e+06	,Validation accuracy (MAE): -7.63805e+07	,Training accuracy (MRAE): 0.829863	,Validation accuracy (MRAE): 0.128419
Epoch: 1744	,Training loss (MRSE): 0.0681517	,Validation loss (MRSE): 0.81674	,Training loss (MSE): 9.47644e+15	,Validation loss (MSE): 1.92892e+17	,Training accuracy (MAE): -1.50994e+07	,Validation accuracy (MAE): -7.66311e+07	,Training accuracy (MRAE): 0.777477	,Validation accuracy (MRAE): 0.129472
Epoch: 1752	,Training loss (MRSE): 0.0427756	,Validation loss (MRSE): 0.813674	,Training loss (MSE): 8.78048e+15	,Validation loss (MSE): 1.92986e+17	,Training accuracy (MAE): -1.39435e+07	,Validation accuracy (MAE): -7.71456e+07	,Training accuracy (MRAE): 0.856029	,Validation accuracy (MRAE): 0.130491
Epoch: 1760	,Training loss (MRSE): 0.044754	,Validation loss (MRSE): 0.820275	,Training loss (MSE): 4.42454e+15	,Validation loss (MSE): 1.92986e+17	,Training accuracy (MAE): -9.11916e+06	,Validation accuracy (MAE): -7.67681e+07	,Training accuracy (MRAE): 0.852059	,Validation accuracy (MRAE): 0.122955
Epoch: 1768	,Training loss (MRSE): 0.0535672	,Validation loss (MRSE): 0.817583	,Training loss (MSE): 7.25589e+14	,Validation loss (MSE): 1.92905e+17	,Training accuracy (MAE): -4.12871e+06	,Validation accuracy (MAE): -7.62629e+07	,Training accuracy (MRAE): 0.824727	,Validation accuracy (MRAE): 0.130069
Epoch: 1776	,Training loss (MRSE): 0.0423708	,Validation loss (MRSE): 0.815002	,Training loss (MSE): 1.28995e+16	,Validation loss (MSE): 1.93005e+17	,Training accuracy (MAE): -1.62876e+07	,Validation accuracy (MAE): -7.67287e+07	,Training accuracy (MRAE): 0.850562	,Validation accuracy (MRAE): 0.131874
Epoch: 1784	,Training loss (MRSE): 0.0953714	,Validation loss (MRSE): 0.810529	,Training loss (MSE): 6.57056e+15	,Validation loss (MSE): 1.92823e+17	,Training accuracy (MAE): -1.10599e+07	,Validation accuracy (MAE): -7.645e+07	,Training accuracy (MRAE): 0.764638	,Validation accuracy (MRAE): 0.127736
Epoch: 1792	,Training loss (MRSE): 0.0306623	,Validation loss (MRSE): 0.820043	,Training loss (MSE): 1.01624e+15	,Validation loss (MSE): 1.93055e+17	,Training accuracy (MAE): -4.11158e+06	,Validation accuracy (MAE): -7.74562e+07	,Training accuracy (MRAE): 0.894263	,Validation accuracy (MRAE): 0.126399
Epoch: 1800	,Training loss (MRSE): 0.0366019	,Validation loss (MRSE): 0.812292	,Training loss (MSE): 1.63113e+15	,Validation loss (MSE): 1.92954e+17	,Training accuracy (MAE): -4.83041e+06	,Validation accuracy (MAE): -7.65432e+07	,Training accuracy (MRAE): 0.871242	,Validation accuracy (MRAE): 0.136159
Epoch: 1808	,Training loss (MRSE): 0.0981518	,Validation loss (MRSE): 0.813681	,Training loss (MSE): 2.2824e+16	,Validation loss (MSE): 1.92993e+17	,Training accuracy (MAE): -2.15077e+07	,Validation accuracy (MAE): -7.64601e+07	,Training accuracy (MRAE): 0.76535	,Validation accuracy (MRAE): 0.125118
Epoch: 1816	,Training loss (MRSE): 0.0645046	,Validation loss (MRSE): 0.821124	,Training loss (MSE): 1.18133e+16	,Validation loss (MSE): 1.92989e+17	,Training accuracy (MAE): -1.04187e+07	,Validation accuracy (MAE): -7.68914e+07	,Training accuracy (MRAE): 0.796843	,Validation accuracy (MRAE): 0.121942
Epoch: 1824	,Training loss (MRSE): 0.0684179	,Validation loss (MRSE): 0.812256	,Training loss (MSE): 1.11953e+16	,Validation loss (MSE): 1.93018e+17	,Training accuracy (MAE): -8.89331e+06	,Validation accuracy (MAE): -7.64379e+07	,Training accuracy (MRAE): 0.798687	,Validation accuracy (MRAE): 0.133046
Epoch: 1832	,Training loss (MRSE): 0.0622956	,Validation loss (MRSE): 0.820836	,Training loss (MSE): 6.46469e+15	,Validation loss (MSE): 1.93056e+17	,Training accuracy (MAE): -1.09825e+07	,Validation accuracy (MAE): -7.72226e+07	,Training accuracy (MRAE): 0.828402	,Validation accuracy (MRAE): 0.127278
Epoch: 1840	,Training loss (MRSE): 0.0729928	,Validation loss (MRSE): 0.808369	,Training loss (MSE): 2.81265e+15	,Validation loss (MSE): 1.92978e+17	,Training accuracy (MAE): -7.26449e+06	,Validation accuracy (MAE): -7.59829e+07	,Training accuracy (MRAE): 0.785695	,Validation accuracy (MRAE): 0.1296
Epoch: 1848	,Training loss (MRSE): 0.0632357	,Validation loss (MRSE): 0.817791	,Training loss (MSE): 6.96698e+15	,Validation loss (MSE): 1.92966e+17	,Training accuracy (MAE): -1.1507e+07	,Validation accuracy (MAE): -7.68417e+07	,Training accuracy (MRAE): 0.810783	,Validation accuracy (MRAE): 0.13032
Epoch: 1856	,Training loss (MRSE): 0.0342497	,Validation loss (MRSE): 0.815867	,Training loss (MSE): 3.8571e+15	,Validation loss (MSE): 1.92991e+17	,Training accuracy (MAE): -7.99821e+06	,Validation accuracy (MAE): -7.66451e+07	,Training accuracy (MRAE): 0.880412	,Validation accuracy (MRAE): 0.128455
Epoch: 1864	,Training loss (MRSE): 0.0979742	,Validation loss (MRSE): 0.811688	,Training loss (MSE): 5.01795e+16	,Validation loss (MSE): 1.92954e+17	,Training accuracy (MAE): -3.15806e+07	,Validation accuracy (MAE): -7.61726e+07	,Training accuracy (MRAE): 0.739877	,Validation accuracy (MRAE): 0.12711
Epoch: 1872	,Training loss (MRSE): 0.049538	,Validation loss (MRSE): 0.813276	,Training loss (MSE): 1.00195e+16	,Validation loss (MSE): 1.92951e+17	,Training accuracy (MAE): -1.48273e+07	,Validation accuracy (MAE): -7.64811e+07	,Training accuracy (MRAE): 0.823878	,Validation accuracy (MRAE): 0.130465
Epoch: 1880	,Training loss (MRSE): 0.0438458	,Validation loss (MRSE): 0.812816	,Training loss (MSE): 1.35005e+16	,Validation loss (MSE): 1.92933e+17	,Training accuracy (MAE): -1.66069e+07	,Validation accuracy (MAE): -7.59366e+07	,Training accuracy (MRAE): 0.847881	,Validation accuracy (MRAE): 0.133327
Epoch: 1888	,Training loss (MRSE): 0.0745481	,Validation loss (MRSE): 0.818435	,Training loss (MSE): 2.31838e+16	,Validation loss (MSE): 1.92943e+17	,Training accuracy (MAE): -2.18901e+07	,Validation accuracy (MAE): -7.63183e+07	,Training accuracy (MRAE): 0.773581	,Validation accuracy (MRAE): 0.126391
Epoch: 1896	,Training loss (MRSE): 0.0426094	,Validation loss (MRSE): 0.813434	,Training loss (MSE): 7.63969e+14	,Validation loss (MSE): 1.92956e+17	,Training accuracy (MAE): -4.08921e+06	,Validation accuracy (MAE): -7.62187e+07	,Training accuracy (MRAE): 0.853115	,Validation accuracy (MRAE): 0.135215
Epoch: 1904	,Training loss (MRSE): 0.0570065	,Validation loss (MRSE): 0.809397	,Training loss (MSE): 2.99672e+15	,Validation loss (MSE): 1.92998e+17	,Training accuracy (MAE): -7.82277e+06	,Validation accuracy (MAE): -7.63512e+07	,Training accuracy (MRAE): 0.816086	,Validation accuracy (MRAE): 0.137305
Epoch: 1912	,Training loss (MRSE): 0.0568717	,Validation loss (MRSE): 0.815247	,Training loss (MSE): 1.11385e+16	,Validation loss (MSE): 1.92926e+17	,Training accuracy (MAE): -1.42994e+07	,Validation accuracy (MAE): -7.64079e+07	,Training accuracy (MRAE): 0.821297	,Validation accuracy (MRAE): 0.13071
Epoch: 1920	,Training loss (MRSE): 0.0570568	,Validation loss (MRSE): 0.815648	,Training loss (MSE): 1.53244e+16	,Validation loss (MSE): 1.92957e+17	,Training accuracy (MAE): -1.76769e+07	,Validation accuracy (MAE): -7.62127e+07	,Training accuracy (MRAE): 0.818237	,Validation accuracy (MRAE): 0.125643
Epoch: 1928	,Training loss (MRSE): 0.123259	,Validation loss (MRSE): 0.78754	,Training loss (MSE): 8.73803e+14	,Validation loss (MSE): 1.92954e+17	,Training accuracy (MAE): -3.83581e+06	,Validation accuracy (MAE): -7.54947e+07	,Training accuracy (MRAE): 0.765977	,Validation accuracy (MRAE): 0.147072
Epoch: 1936	,Training loss (MRSE): 0.0489156	,Validation loss (MRSE): 0.817595	,Training loss (MSE): 9.89579e+15	,Validation loss (MSE): 1.92978e+17	,Training accuracy (MAE): -1.32402e+07	,Validation accuracy (MAE): -7.62036e+07	,Training accuracy (MRAE): 0.843066	,Validation accuracy (MRAE): 0.125307
Epoch: 1944	,Training loss (MRSE): 0.0629573	,Validation loss (MRSE): 0.813208	,Training loss (MSE): 2.69034e+16	,Validation loss (MSE): 1.92973e+17	,Training accuracy (MAE): -2.41774e+07	,Validation accuracy (MAE): -7.61374e+07	,Training accuracy (MRAE): 0.793415	,Validation accuracy (MRAE): 0.128382
Epoch: 1952	,Training loss (MRSE): 0.0643938	,Validation loss (MRSE): 0.820459	,Training loss (MSE): 2.64258e+16	,Validation loss (MSE): 1.93029e+17	,Training accuracy (MAE): -2.34016e+07	,Validation accuracy (MAE): -7.7066e+07	,Training accuracy (MRAE): 0.803974	,Validation accuracy (MRAE): 0.127203
Epoch: 1960	,Training loss (MRSE): 0.0929729	,Validation loss (MRSE): 0.814786	,Training loss (MSE): 7.79541e+15	,Validation loss (MSE): 1.93007e+17	,Training accuracy (MAE): -1.27444e+07	,Validation accuracy (MAE): -7.59908e+07	,Training accuracy (MRAE): 0.74898	,Validation accuracy (MRAE): 0.131518
Epoch: 1968	,Training loss (MRSE): 0.0753309	,Validation loss (MRSE): 0.827097	,Training loss (MSE): 1.90019e+15	,Validation loss (MSE): 1.92967e+17	,Training accuracy (MAE): -5.64851e+06	,Validation accuracy (MAE): -7.65023e+07	,Training accuracy (MRAE): 0.803209	,Validation accuracy (MRAE): 0.124365
Epoch: 1976	,Training loss (MRSE): 0.0748094	,Validation loss (MRSE): 0.820271	,Training loss (MSE): 1.26437e+15	,Validation loss (MSE): 1.93016e+17	,Training accuracy (MAE): -4.85912e+06	,Validation accuracy (MAE): -7.65038e+07	,Training accuracy (MRAE): 0.781365	,Validation accuracy (MRAE): 0.127175
Epoch: 1984	,Training loss (MRSE): 0.042168	,Validation loss (MRSE): 0.814257	,Training loss (MSE): 1.50734e+15	,Validation loss (MSE): 1.9295e+17	,Training accuracy (MAE): -4.30393e+06	,Validation accuracy (MAE): -7.60671e+07	,Training accuracy (MRAE): 0.854855	,Validation accuracy (MRAE): 0.130066
Epoch: 1992	,Training loss (MRSE): 0.0449419	,Validation loss (MRSE): 0.819477	,Training loss (MSE): 3.56898e+15	,Validation loss (MSE): 1.9296e+17	,Training accuracy (MAE): -7.57625e+06	,Validation accuracy (MAE): -7.64689e+07	,Training accuracy (MRAE): 0.846663	,Validation accuracy (MRAE): 0.126679
Training time: 3504.62s

Final results:
Training data:
For benchmark_array_add____array_add_f32_no_simd_2075:	Prediction: 	658.584 Target: 	2075 
